=== STDOUT ===
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 14395ms | tok/sec: 36,420 | mfu: 0.9% | epoch: 1 | remaining: 300s    
step 00001 (0.1%) | loss: 8.852940 | lrm: 1.00 | dt: 312ms | tok/sec: 1,681,630 | mfu: 40.6% | epoch: 1 | remaining: 300s    
step 00002 (0.1%) | loss: 8.454995 | lrm: 1.00 | dt: 345ms | tok/sec: 1,517,543 | mfu: 36.7% | epoch: 1 | remaining: 300s    
step 00003 (0.1%) | loss: 7.991564 | lrm: 1.00 | dt: 418ms | tok/sec: 1,252,787 | mfu: 30.3% | epoch: 1 | remaining: 300s    
step 00004 (0.2%) | loss: 7.595085 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,163 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00005 (0.2%) | loss: 7.264396 | lrm: 1.00 | dt: 314ms | tok/sec: 1,669,560 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00006 (0.3%) | loss: 7.013551 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,469 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00007 (0.4%) | loss: 6.805820 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,443 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00008 (0.4%) | loss: 6.626231 | lrm: 1.00 | dt: 316ms | tok/sec: 1,656,593 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00009 (0.4%) | loss: 6.474018 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,451 | mfu: 38.8% | epoch: 1 | remaining: 300s    
step 00010 (0.5%) | loss: 6.344259 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,383 | mfu: 38.6% | epoch: 1 | remaining: 300s    
step 00011 (0.5%) | loss: 6.236193 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,233 | mfu: 38.7% | epoch: 1 | remaining: 300s    
step 00012 (0.6%) | loss: 6.139422 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,103 | mfu: 39.4% | epoch: 1 | remaining: 299s    
step 00013 (0.7%) | loss: 6.053339 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,489 | mfu: 39.1% | epoch: 1 | remaining: 299s    
step 00014 (0.7%) | loss: 5.980738 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,355 | mfu: 39.2% | epoch: 1 | remaining: 299s    
step 00015 (0.8%) | loss: 5.915355 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,401 | mfu: 38.9% | epoch: 1 | remaining: 298s    
step 00016 (0.8%) | loss: 5.859906 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,378 | mfu: 39.1% | epoch: 1 | remaining: 298s    
step 00017 (0.9%) | loss: 5.806364 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,145 | mfu: 39.4% | epoch: 1 | remaining: 298s    
step 00018 (0.9%) | loss: 5.758806 | lrm: 1.00 | dt: 336ms | tok/sec: 1,560,263 | mfu: 37.7% | epoch: 1 | remaining: 297s    
step 00019 (0.9%) | loss: 5.714759 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,516 | mfu: 39.3% | epoch: 1 | remaining: 297s    
step 00020 (1.0%) | loss: 5.674712 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,143 | mfu: 39.7% | epoch: 1 | remaining: 297s    
step 00021 (1.1%) | loss: 5.637696 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,800 | mfu: 39.3% | epoch: 1 | remaining: 296s    
step 00022 (1.1%) | loss: 5.605772 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,018 | mfu: 38.9% | epoch: 1 | remaining: 296s    
