=== STDOUT ===
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSS'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.327869e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 15550ms | tok/sec: 33,716 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.858482 | lrm: 1.00 | dt: 373ms | tok/sec: 1,405,682 | mfu: 33.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.422873 | lrm: 1.00 | dt: 361ms | tok/sec: 1,451,188 | mfu: 34.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.953821 | lrm: 1.00 | dt: 472ms | tok/sec: 1,110,346 | mfu: 26.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.547608 | lrm: 1.00 | dt: 378ms | tok/sec: 1,388,281 | mfu: 32.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.224110 | lrm: 1.00 | dt: 365ms | tok/sec: 1,436,245 | mfu: 33.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.972231 | lrm: 1.00 | dt: 370ms | tok/sec: 1,418,293 | mfu: 33.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.761193 | lrm: 1.00 | dt: 353ms | tok/sec: 1,485,713 | mfu: 35.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.584480 | lrm: 1.00 | dt: 366ms | tok/sec: 1,433,405 | mfu: 33.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.435825 | lrm: 1.00 | dt: 387ms | tok/sec: 1,356,377 | mfu: 31.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.313617 | lrm: 1.00 | dt: 341ms | tok/sec: 1,535,636 | mfu: 36.1% | epoch: 1 | remaining: 300s    
