=== STDOUT ===
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 12,582,912
  lm_head                 : 3,145,728
  transformer_matrices    : 14,156,160
  scalars                 : 16
  total                   : 33,030,544
Estimated FLOPs per token: 1.509972e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011126 | lrm: 1.00 | dt: 12323ms | tok/sec: 42,544 | mfu: 0.6% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.154607 | lrm: 1.00 | dt: 258ms | tok/sec: 2,028,284 | mfu: 31.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.964607 | lrm: 1.00 | dt: 268ms | tok/sec: 1,958,240 | mfu: 29.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.575285 | lrm: 1.00 | dt: 361ms | tok/sec: 1,450,952 | mfu: 22.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.162225 | lrm: 1.00 | dt: 287ms | tok/sec: 1,827,393 | mfu: 27.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.805196 | lrm: 1.00 | dt: 281ms | tok/sec: 1,863,417 | mfu: 28.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.504347 | lrm: 1.00 | dt: 300ms | tok/sec: 1,747,053 | mfu: 26.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.255022 | lrm: 1.00 | dt: 262ms | tok/sec: 2,004,009 | mfu: 30.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.045952 | lrm: 1.00 | dt: 270ms | tok/sec: 1,943,913 | mfu: 29.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.863079 | lrm: 1.00 | dt: 287ms | tok/sec: 1,829,655 | mfu: 27.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.703180 | lrm: 1.00 | dt: 265ms | tok/sec: 1,978,549 | mfu: 30.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.567478 | lrm: 1.00 | dt: 282ms | tok/sec: 1,862,084 | mfu: 28.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.445686 | lrm: 1.00 | dt: 258ms | tok/sec: 2,031,676 | mfu: 31.0% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.335634 | lrm: 1.00 | dt: 309ms | tok/sec: 1,696,419 | mfu: 25.9% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 6.241851 | lrm: 1.00 | dt: 296ms | tok/sec: 1,768,804 | mfu: 27.0% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 6.156539 | lrm: 1.00 | dt: 272ms | tok/sec: 1,928,832 | mfu: 29.4% | epoch: 1 | remaining: 299s    
step 00016 (0.5%) | loss: 6.083002 | lrm: 1.00 | dt: 236ms | tok/sec: 2,222,194 | mfu: 33.9% | epoch: 1 | remaining: 298s    
step 00017 (0.6%) | loss: 6.013457 | lrm: 1.00 | dt: 271ms | tok/sec: 1,938,155 | mfu: 29.6% | epoch: 1 | remaining: 298s    
step 00018 (0.6%) | loss: 5.950694 | lrm: 1.00 | dt: 269ms | tok/sec: 1,946,594 | mfu: 29.7% | epoch: 1 | remaining: 298s    
step 00019 (0.7%) | loss: 5.892766 | lrm: 1.00 | dt: 269ms | tok/sec: 1,945,580 | mfu: 29.7% | epoch: 1 | remaining: 298s    
step 00020 (0.8%) | loss: 5.839727 | lrm: 1.00 | dt: 292ms | tok/sec: 1,795,367 | mfu: 27.4% | epoch: 1 | remaining: 297s    
step 00021 (0.9%) | loss: 5.791183 | lrm: 1.00 | dt: 257ms | tok/sec: 2,042,961 | mfu: 31.2% | epoch: 1 | remaining: 297s    
step 00022 (1.0%) | loss: 5.748251 | lrm: 1.00 | dt: 278ms | tok/sec: 1,883,877 | mfu: 28.7% | epoch: 1 | remaining: 297s    
step 00023 (1.1%) | loss: 5.705684 | lrm: 1.00 | dt: 256ms | tok/sec: 2,050,503 | mfu: 31.3% | epoch: 1 | remaining: 296s    
step 00024 (1.2%) | loss: 5.665671 | lrm: 1.00 | dt: 274ms | tok/sec: 1,913,623 | mfu: 29.2% | epoch: 1 | remaining: 296s    
step 00025 (1.3%) | loss: 5.629682 | lrm: 1.00 | dt: 251ms | tok/sec: 2,087,429 | mfu: 31.9% | epoch: 1 | remaining: 296s    
step 00026 (1.4%) | loss: 5.596513 | lrm: 1.00 | dt: 241ms | tok/sec: 2,174,643 | mfu: 33.2% | epoch: 1 | remaining: 296s    
step 00027 (1.4%) | loss: 5.565197 | lrm: 1.00 | dt: 266ms | tok/sec: 1,973,935 | mfu: 30.1% | epoch: 1 | remaining: 295s    
step 00028 (1.5%) | loss: 5.536967 | lrm: 1.00 | dt: 223ms | tok/sec: 2,350,370 | mfu: 35.9% | epoch: 1 | remaining: 295s    
step 00029 (1.6%) | loss: 5.508238 | lrm: 1.00 | dt: 256ms | tok/sec: 2,046,263 | mfu: 31.2% | epoch: 1 | remaining: 295s    
step 00030 (1.7%) | loss: 5.478586 | lrm: 1.00 | dt: 253ms | tok/sec: 2,072,866 | mfu: 31.6% | epoch: 1 | remaining: 295s    
step 00031 (1.8%) | loss: 5.450887 | lrm: 1.00 | dt: 250ms | tok/sec: 2,094,563 | mfu: 32.0% | epoch: 1 | remaining: 294s    
step 00032 (1.9%) | loss: 5.426250 | lrm: 1.00 | dt: 238ms | tok/sec: 2,206,802 | mfu: 33.7% | epoch: 1 | remaining: 294s    
step 00033 (1.9%) | loss: 5.402598 | lrm: 1.00 | dt: 249ms | tok/sec: 2,101,589 | mfu: 32.1% | epoch: 1 | remaining: 294s    
step 00034 (2.0%) | loss: 5.374164 | lrm: 1.00 | dt: 228ms | tok/sec: 2,300,589 | mfu: 35.1% | epoch: 1 | remaining: 294s    
step 00035 (2.1%) | loss: 5.349746 | lrm: 1.00 | dt: 256ms | tok/sec: 2,048,969 | mfu: 31.3% | epoch: 1 | remaining: 293s    
step 00036 (2.2%) | loss: 5.325311 | lrm: 1.00 | dt: 266ms | tok/sec: 1,970,586 | mfu: 30.1% | epoch: 1 | remaining: 293s    
step 00037 (2.3%) | loss: 5.300873 | lrm: 1.00 | dt: 237ms | tok/sec: 2,214,404 | mfu: 33.8% | epoch: 1 | remaining: 293s    
step 00038 (2.3%) | loss: 5.276368 | lrm: 1.00 | dt: 223ms | tok/sec: 2,349,599 | mfu: 35.9% | epoch: 1 | remaining: 293s    
step 00039 (2.4%) | loss: 5.252465 | lrm: 1.00 | dt: 216ms | tok/sec: 2,431,356 | mfu: 37.1% | epoch: 1 | remaining: 293s    
step 00040 (2.5%) | loss: 5.227452 | lrm: 1.00 | dt: 212ms | tok/sec: 2,468,291 | mfu: 37.7% | epoch: 1 | remaining: 292s    
step 00041 (2.6%) | loss: 5.204016 | lrm: 1.00 | dt: 228ms | tok/sec: 2,302,172 | mfu: 35.1% | epoch: 1 | remaining: 292s    
step 00042 (2.6%) | loss: 5.181184 | lrm: 1.00 | dt: 244ms | tok/sec: 2,149,803 | mfu: 32.8% | epoch: 1 | remaining: 292s    
step 00043 (2.7%) | loss: 5.156571 | lrm: 1.00 | dt: 229ms | tok/sec: 2,284,526 | mfu: 34.9% | epoch: 1 | remaining: 292s    
step 00044 (2.8%) | loss: 5.132137 | lrm: 1.00 | dt: 271ms | tok/sec: 1,934,574 | mfu: 29.5% | epoch: 1 | remaining: 291s    
step 00045 (2.9%) | loss: 5.108740 | lrm: 1.00 | dt: 226ms | tok/sec: 2,319,906 | mfu: 35.4% | epoch: 1 | remaining: 291s    
step 00046 (3.0%) | loss: 5.084890 | lrm: 1.00 | dt: 223ms | tok/sec: 2,347,056 | mfu: 35.8% | epoch: 1 | remaining: 291s    
step 00047 (3.0%) | loss: 5.054368 | lrm: 1.00 | dt: 230ms | tok/sec: 2,276,049 | mfu: 34.7% | epoch: 1 | remaining: 291s    
step 00048 (3.1%) | loss: 5.035194 | lrm: 1.00 | dt: 227ms | tok/sec: 2,305,853 | mfu: 35.2% | epoch: 1 | remaining: 290s    
step 00049 (3.2%) | loss: 5.009681 | lrm: 1.00 | dt: 219ms | tok/sec: 2,389,949 | mfu: 36.5% | epoch: 1 | remaining: 290s    
step 00050 (3.3%) | loss: 4.984481 | lrm: 1.00 | dt: 220ms | tok/sec: 2,383,276 | mfu: 36.4% | epoch: 1 | remaining: 290s    
step 00051 (3.3%) | loss: 4.962784 | lrm: 1.00 | dt: 227ms | tok/sec: 2,309,047 | mfu: 35.2% | epoch: 1 | remaining: 290s    
step 00052 (3.4%) | loss: 4.940599 | lrm: 1.00 | dt: 228ms | tok/sec: 2,302,589 | mfu: 35.1% | epoch: 1 | remaining: 290s    
step 00053 (3.5%) | loss: 4.918568 | lrm: 1.00 | dt: 218ms | tok/sec: 2,405,851 | mfu: 36.7% | epoch: 1 | remaining: 289s    
step 00054 (3.6%) | loss: 4.895616 | lrm: 1.00 | dt: 216ms | tok/sec: 2,421,842 | mfu: 37.0% | epoch: 1 | remaining: 289s    
