=== STDOUT ===
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SLLL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.642442e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 15344ms | tok/sec: 34,168 | mfu: 0.9% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.852975 | lrm: 1.00 | dt: 313ms | tok/sec: 1,673,472 | mfu: 44.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.454825 | lrm: 1.00 | dt: 315ms | tok/sec: 1,663,158 | mfu: 44.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.991217 | lrm: 1.00 | dt: 366ms | tok/sec: 1,430,647 | mfu: 38.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.594868 | lrm: 1.00 | dt: 315ms | tok/sec: 1,662,115 | mfu: 44.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.264262 | lrm: 1.00 | dt: 314ms | tok/sec: 1,669,912 | mfu: 44.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.013431 | lrm: 1.00 | dt: 337ms | tok/sec: 1,555,878 | mfu: 41.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.805709 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,134 | mfu: 43.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.626149 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,046 | mfu: 44.1% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.473983 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,069 | mfu: 42.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.344255 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,106 | mfu: 42.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.236242 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,509 | mfu: 44.0% | epoch: 1 | remaining: 300s    
