=== STDOUT ===
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 12, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 6,291,456
  value_embeds            : 37,748,736
  lm_head                 : 6,291,456
  transformer_matrices    : 84,935,808
  scalars                 : 24
  total                   : 135,267,480
Estimated FLOPs per token: 6.889213e+08
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011376 | lrm: 1.00 | dt: 20964ms | tok/sec: 25,008 | mfu: 1.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.857214 | lrm: 1.00 | dt: 779ms | tok/sec: 673,403 | mfu: 46.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.342286 | lrm: 1.00 | dt: 813ms | tok/sec: 644,867 | mfu: 44.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.832338 | lrm: 1.00 | dt: 812ms | tok/sec: 645,818 | mfu: 45.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.426076 | lrm: 1.00 | dt: 813ms | tok/sec: 645,257 | mfu: 44.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.115416 | lrm: 1.00 | dt: 805ms | tok/sec: 651,498 | mfu: 45.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.885265 | lrm: 1.00 | dt: 808ms | tok/sec: 648,497 | mfu: 45.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.684744 | lrm: 1.00 | dt: 806ms | tok/sec: 650,630 | mfu: 45.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.513714 | lrm: 1.00 | dt: 812ms | tok/sec: 645,607 | mfu: 44.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.371097 | lrm: 1.00 | dt: 811ms | tok/sec: 646,345 | mfu: 45.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.246382 | lrm: 1.00 | dt: 807ms | tok/sec: 649,940 | mfu: 45.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.144167 | lrm: 1.00 | dt: 810ms | tok/sec: 647,080 | mfu: 45.1% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 6.052881 | lrm: 1.00 | dt: 812ms | tok/sec: 645,404 | mfu: 44.9% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 5.974219 | lrm: 1.00 | dt: 808ms | tok/sec: 649,048 | mfu: 45.2% | epoch: 1 | remaining: 298s    
step 00014 (0.8%) | loss: 5.904071 | lrm: 1.00 | dt: 816ms | tok/sec: 642,210 | mfu: 44.7% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 5.845672 | lrm: 1.00 | dt: 807ms | tok/sec: 649,326 | mfu: 45.2% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 5.795940 | lrm: 1.00 | dt: 814ms | tok/sec: 643,851 | mfu: 44.8% | epoch: 1 | remaining: 295s    
step 00017 (1.6%) | loss: 5.744251 | lrm: 1.00 | dt: 807ms | tok/sec: 649,885 | mfu: 45.2% | epoch: 1 | remaining: 294s    
step 00018 (1.9%) | loss: 5.700161 | lrm: 1.00 | dt: 814ms | tok/sec: 644,302 | mfu: 44.9% | epoch: 1 | remaining: 294s    
step 00019 (2.2%) | loss: 5.660733 | lrm: 1.00 | dt: 811ms | tok/sec: 646,509 | mfu: 45.0% | epoch: 1 | remaining: 293s    
step 00020 (2.4%) | loss: 5.623019 | lrm: 1.00 | dt: 809ms | tok/sec: 647,680 | mfu: 45.1% | epoch: 1 | remaining: 292s    
step 00021 (2.7%) | loss: 5.586929 | lrm: 1.00 | dt: 812ms | tok/sec: 645,862 | mfu: 45.0% | epoch: 1 | remaining: 291s    
step 00022 (3.0%) | loss: 5.557672 | lrm: 1.00 | dt: 808ms | tok/sec: 649,033 | mfu: 45.2% | epoch: 1 | remaining: 290s    
step 00023 (3.2%) | loss: 5.525307 | lrm: 1.00 | dt: 815ms | tok/sec: 643,661 | mfu: 44.8% | epoch: 1 | remaining: 289s    
step 00024 (3.5%) | loss: 5.496292 | lrm: 1.00 | dt: 810ms | tok/sec: 647,313 | mfu: 45.1% | epoch: 1 | remaining: 289s    
step 00025 (3.8%) | loss: 5.466745 | lrm: 1.00 | dt: 814ms | tok/sec: 644,332 | mfu: 44.9% | epoch: 1 | remaining: 288s    
step 00026 (4.1%) | loss: 5.441150 | lrm: 1.00 | dt: 817ms | tok/sec: 641,709 | mfu: 44.7% | epoch: 1 | remaining: 287s    
step 00027 (4.3%) | loss: 5.416581 | lrm: 1.00 | dt: 811ms | tok/sec: 646,129 | mfu: 45.0% | epoch: 1 | remaining: 286s    
step 00028 (4.6%) | loss: 5.392510 | lrm: 1.00 | dt: 814ms | tok/sec: 644,441 | mfu: 44.9% | epoch: 1 | remaining: 285s    
step 00029 (4.9%) | loss: 5.368660 | lrm: 1.00 | dt: 816ms | tok/sec: 642,192 | mfu: 44.7% | epoch: 1 | remaining: 285s    
step 00030 (5.1%) | loss: 5.340613 | lrm: 1.00 | dt: 816ms | tok/sec: 642,465 | mfu: 44.7% | epoch: 1 | remaining: 284s    
step 00031 (5.4%) | loss: 5.318110 | lrm: 1.00 | dt: 809ms | tok/sec: 647,851 | mfu: 45.1% | epoch: 1 | remaining: 283s    
step 00032 (5.7%) | loss: 5.292831 | lrm: 1.00 | dt: 814ms | tok/sec: 644,410 | mfu: 44.9% | epoch: 1 | remaining: 282s    
step 00033 (6.0%) | loss: 5.273636 | lrm: 1.00 | dt: 815ms | tok/sec: 643,499 | mfu: 44.8% | epoch: 1 | remaining: 281s    
step 00034 (6.2%) | loss: 5.247075 | lrm: 1.00 | dt: 810ms | tok/sec: 647,466 | mfu: 45.1% | epoch: 1 | remaining: 281s    
step 00035 (6.5%) | loss: 5.222110 | lrm: 1.00 | dt: 815ms | tok/sec: 643,490 | mfu: 44.8% | epoch: 1 | remaining: 280s    
step 00036 (6.8%) | loss: 5.196377 | lrm: 1.00 | dt: 817ms | tok/sec: 641,435 | mfu: 44.7% | epoch: 1 | remaining: 279s    
step 00037 (7.0%) | loss: 5.170681 | lrm: 1.00 | dt: 811ms | tok/sec: 646,389 | mfu: 45.0% | epoch: 1 | remaining: 278s    
step 00038 (7.3%) | loss: 5.145858 | lrm: 1.00 | dt: 815ms | tok/sec: 643,382 | mfu: 44.8% | epoch: 1 | remaining: 277s    
step 00039 (7.6%) | loss: 5.120786 | lrm: 1.00 | dt: 814ms | tok/sec: 644,104 | mfu: 44.8% | epoch: 1 | remaining: 276s    
step 00040 (7.9%) | loss: 5.096584 | lrm: 1.00 | dt: 815ms | tok/sec: 642,941 | mfu: 44.8% | epoch: 1 | remaining: 276s    
step 00041 (8.1%) | loss: 5.071366 | lrm: 1.00 | dt: 811ms | tok/sec: 646,678 | mfu: 45.0% | epoch: 1 | remaining: 275s    
step 00042 (8.4%) | loss: 5.046623 | lrm: 1.00 | dt: 817ms | tok/sec: 642,102 | mfu: 44.7% | epoch: 1 | remaining: 274s    
step 00043 (8.7%) | loss: 5.022011 | lrm: 1.00 | dt: 816ms | tok/sec: 642,168 | mfu: 44.7% | epoch: 1 | remaining: 273s    
step 00044 (8.9%) | loss: 4.992406 | lrm: 1.00 | dt: 817ms | tok/sec: 641,610 | mfu: 44.7% | epoch: 1 | remaining: 272s    
step 00045 (9.2%) | loss: 4.966649 | lrm: 1.00 | dt: 818ms | tok/sec: 640,721 | mfu: 44.6% | epoch: 1 | remaining: 272s    
step 00046 (9.5%) | loss: 4.938647 | lrm: 1.00 | dt: 810ms | tok/sec: 646,919 | mfu: 45.0% | epoch: 1 | remaining: 271s    
step 00047 (9.8%) | loss: 4.905526 | lrm: 1.00 | dt: 813ms | tok/sec: 644,816 | mfu: 44.9% | epoch: 1 | remaining: 270s    
step 00048 (10.0%) | loss: 4.883859 | lrm: 1.00 | dt: 817ms | tok/sec: 641,338 | mfu: 44.7% | epoch: 1 | remaining: 269s    
step 00049 (10.3%) | loss: 4.853155 | lrm: 1.00 | dt: 816ms | tok/sec: 642,315 | mfu: 44.7% | epoch: 1 | remaining: 268s    
step 00050 (10.6%) | loss: 4.827045 | lrm: 1.00 | dt: 816ms | tok/sec: 642,891 | mfu: 44.8% | epoch: 1 | remaining: 267s    
step 00051 (10.8%) | loss: 4.803893 | lrm: 1.00 | dt: 812ms | tok/sec: 645,770 | mfu: 45.0% | epoch: 1 | remaining: 267s    
step 00052 (11.1%) | loss: 4.777969 | lrm: 1.00 | dt: 816ms | tok/sec: 642,251 | mfu: 44.7% | epoch: 1 | remaining: 266s    
step 00053 (11.4%) | loss: 4.751709 | lrm: 1.00 | dt: 815ms | tok/sec: 643,014 | mfu: 44.8% | epoch: 1 | remaining: 265s    
step 00054 (11.7%) | loss: 4.726384 | lrm: 1.00 | dt: 811ms | tok/sec: 646,640 | mfu: 45.0% | epoch: 1 | remaining: 264s    
step 00055 (11.9%) | loss: 4.696357 | lrm: 1.00 | dt: 813ms | tok/sec: 644,881 | mfu: 44.9% | epoch: 1 | remaining: 263s    
step 00056 (12.2%) | loss: 4.674275 | lrm: 1.00 | dt: 818ms | tok/sec: 641,113 | mfu: 44.6% | epoch: 1 | remaining: 263s    
step 00057 (12.5%) | loss: 4.653856 | lrm: 1.00 | dt: 811ms | tok/sec: 646,837 | mfu: 45.0% | epoch: 1 | remaining: 262s    
step 00058 (12.7%) | loss: 4.624272 | lrm: 1.00 | dt: 813ms | tok/sec: 644,740 | mfu: 44.9% | epoch: 1 | remaining: 261s    
step 00059 (13.0%) | loss: 4.600864 | lrm: 1.00 | dt: 816ms | tok/sec: 642,589 | mfu: 44.7% | epoch: 1 | remaining: 260s    
