=== STDOUT ===
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 12, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 6,291,456
  value_embeds            : 37,748,736
  lm_head                 : 6,291,456
  transformer_matrices    : 84,935,808
  scalars                 : 24
  total                   : 135,267,480
Estimated FLOPs per token: 6.889213e+08
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011376 | lrm: 1.00 | dt: 16701ms | tok/sec: 31,392 | mfu: 2.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.817259 | lrm: 1.00 | dt: 783ms | tok/sec: 669,780 | mfu: 46.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.325088 | lrm: 1.00 | dt: 813ms | tok/sec: 645,150 | mfu: 44.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.837794 | lrm: 1.00 | dt: 812ms | tok/sec: 645,565 | mfu: 44.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.418534 | lrm: 1.00 | dt: 808ms | tok/sec: 649,194 | mfu: 45.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.103861 | lrm: 1.00 | dt: 802ms | tok/sec: 653,760 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.862057 | lrm: 1.00 | dt: 797ms | tok/sec: 657,511 | mfu: 45.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.656267 | lrm: 1.00 | dt: 802ms | tok/sec: 653,624 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.485375 | lrm: 1.00 | dt: 806ms | tok/sec: 650,091 | mfu: 45.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.343787 | lrm: 1.00 | dt: 809ms | tok/sec: 648,360 | mfu: 45.1% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.221557 | lrm: 1.00 | dt: 803ms | tok/sec: 652,749 | mfu: 45.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.122393 | lrm: 1.00 | dt: 801ms | tok/sec: 654,192 | mfu: 45.5% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 6.033012 | lrm: 1.00 | dt: 799ms | tok/sec: 655,880 | mfu: 45.7% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 5.953898 | lrm: 1.00 | dt: 804ms | tok/sec: 652,125 | mfu: 45.4% | epoch: 1 | remaining: 298s    
step 00014 (0.8%) | loss: 5.882625 | lrm: 1.00 | dt: 808ms | tok/sec: 648,878 | mfu: 45.2% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 5.822251 | lrm: 1.00 | dt: 805ms | tok/sec: 651,682 | mfu: 45.4% | epoch: 1 | remaining: 296s    
step 00016 (1.3%) | loss: 5.770059 | lrm: 1.00 | dt: 803ms | tok/sec: 653,184 | mfu: 45.5% | epoch: 1 | remaining: 295s    
step 00017 (1.6%) | loss: 5.715936 | lrm: 1.00 | dt: 800ms | tok/sec: 655,004 | mfu: 45.6% | epoch: 1 | remaining: 294s    
step 00018 (1.9%) | loss: 5.666559 | lrm: 1.00 | dt: 802ms | tok/sec: 653,612 | mfu: 45.5% | epoch: 1 | remaining: 294s    
step 00019 (2.1%) | loss: 5.619962 | lrm: 1.00 | dt: 801ms | tok/sec: 654,301 | mfu: 45.6% | epoch: 1 | remaining: 293s    
step 00020 (2.4%) | loss: 5.574374 | lrm: 1.00 | dt: 809ms | tok/sec: 648,455 | mfu: 45.1% | epoch: 1 | remaining: 292s    
step 00021 (2.7%) | loss: 5.530457 | lrm: 1.00 | dt: 803ms | tok/sec: 652,528 | mfu: 45.4% | epoch: 1 | remaining: 291s    
step 00022 (2.9%) | loss: 5.493223 | lrm: 1.00 | dt: 802ms | tok/sec: 654,037 | mfu: 45.5% | epoch: 1 | remaining: 290s    
step 00023 (3.2%) | loss: 5.450664 | lrm: 1.00 | dt: 801ms | tok/sec: 654,868 | mfu: 45.6% | epoch: 1 | remaining: 290s    
step 00024 (3.5%) | loss: 5.411199 | lrm: 1.00 | dt: 800ms | tok/sec: 655,077 | mfu: 45.6% | epoch: 1 | remaining: 289s    
step 00025 (3.7%) | loss: 5.371349 | lrm: 1.00 | dt: 800ms | tok/sec: 655,662 | mfu: 45.6% | epoch: 1 | remaining: 288s    
step 00026 (4.0%) | loss: 5.336322 | lrm: 1.00 | dt: 801ms | tok/sec: 654,664 | mfu: 45.6% | epoch: 1 | remaining: 287s    
step 00027 (4.3%) | loss: 5.302963 | lrm: 1.00 | dt: 803ms | tok/sec: 652,950 | mfu: 45.5% | epoch: 1 | remaining: 286s    
step 00028 (4.5%) | loss: 5.271052 | lrm: 1.00 | dt: 801ms | tok/sec: 654,942 | mfu: 45.6% | epoch: 1 | remaining: 286s    
step 00029 (4.8%) | loss: 5.240044 | lrm: 1.00 | dt: 801ms | tok/sec: 654,282 | mfu: 45.6% | epoch: 1 | remaining: 285s    
step 00030 (5.1%) | loss: 5.202557 | lrm: 1.00 | dt: 809ms | tok/sec: 648,293 | mfu: 45.1% | epoch: 1 | remaining: 284s    
step 00031 (5.4%) | loss: 5.171235 | lrm: 1.00 | dt: 803ms | tok/sec: 653,029 | mfu: 45.5% | epoch: 1 | remaining: 283s    
step 00032 (5.6%) | loss: 5.138637 | lrm: 1.00 | dt: 801ms | tok/sec: 654,301 | mfu: 45.6% | epoch: 1 | remaining: 282s    
step 00033 (5.9%) | loss: 5.113042 | lrm: 1.00 | dt: 803ms | tok/sec: 652,506 | mfu: 45.4% | epoch: 1 | remaining: 282s    
step 00034 (6.2%) | loss: 5.078551 | lrm: 1.00 | dt: 802ms | tok/sec: 653,558 | mfu: 45.5% | epoch: 1 | remaining: 281s    
step 00035 (6.4%) | loss: 5.046602 | lrm: 1.00 | dt: 802ms | tok/sec: 653,986 | mfu: 45.5% | epoch: 1 | remaining: 280s    
step 00036 (6.7%) | loss: 5.014341 | lrm: 1.00 | dt: 805ms | tok/sec: 651,067 | mfu: 45.3% | epoch: 1 | remaining: 279s    
step 00037 (7.0%) | loss: 4.982832 | lrm: 1.00 | dt: 805ms | tok/sec: 651,536 | mfu: 45.4% | epoch: 1 | remaining: 278s    
step 00038 (7.2%) | loss: 4.951455 | lrm: 1.00 | dt: 801ms | tok/sec: 654,643 | mfu: 45.6% | epoch: 1 | remaining: 278s    
step 00039 (7.5%) | loss: 4.919828 | lrm: 1.00 | dt: 802ms | tok/sec: 654,046 | mfu: 45.5% | epoch: 1 | remaining: 277s    
step 00040 (7.8%) | loss: 4.891047 | lrm: 1.00 | dt: 801ms | tok/sec: 654,437 | mfu: 45.6% | epoch: 1 | remaining: 276s    
step 00041 (8.0%) | loss: 4.861707 | lrm: 1.00 | dt: 800ms | tok/sec: 655,635 | mfu: 45.6% | epoch: 1 | remaining: 275s    
step 00042 (8.3%) | loss: 4.832818 | lrm: 1.00 | dt: 801ms | tok/sec: 654,923 | mfu: 45.6% | epoch: 1 | remaining: 274s    
step 00043 (8.6%) | loss: 4.806523 | lrm: 1.00 | dt: 803ms | tok/sec: 652,534 | mfu: 45.4% | epoch: 1 | remaining: 274s    
step 00044 (8.8%) | loss: 4.774817 | lrm: 1.00 | dt: 808ms | tok/sec: 648,823 | mfu: 45.2% | epoch: 1 | remaining: 273s    
step 00045 (9.1%) | loss: 4.746222 | lrm: 1.00 | dt: 804ms | tok/sec: 652,237 | mfu: 45.4% | epoch: 1 | remaining: 272s    
step 00046 (9.4%) | loss: 4.713111 | lrm: 1.00 | dt: 803ms | tok/sec: 652,916 | mfu: 45.5% | epoch: 1 | remaining: 271s    
step 00047 (9.6%) | loss: 4.675282 | lrm: 1.00 | dt: 801ms | tok/sec: 654,782 | mfu: 45.6% | epoch: 1 | remaining: 270s    
step 00048 (9.9%) | loss: 4.649692 | lrm: 1.00 | dt: 802ms | tok/sec: 653,971 | mfu: 45.5% | epoch: 1 | remaining: 270s    
